麦新路,畅通,27,2.821428571428571,116.636019-39.792047|116.635714-39.79212
麦新路,畅通,364,38.03703703703704,116.635714-39.79212|116.63449-39.792421|116.634362-39.792437|116.634211-39.792421|116.633536-39.792335|116.633369-39.792346|116.633278-39.792383|116.633171-39.792453|116.633144-39.79248|116.632881-39.792711|116.632747-39.792796|116.632624-39.79285|116.632345-39.79293|116.63183-39.793048
麦新路,畅通,75,7.837301587301587,116.63183-39.793048|116.630988-39.793258
麦新路,畅通,17,1.7764550264550263,116.630988-39.793258|116.630859-39.793295|116.6308-39.793311
麦新路,畅通,13,1.3584656084656084,116.6308-39.793311|116.630644-39.793349
麦新路,畅通,32,3.3439153439153437,116.630644-39.793349|116.63028-39.79344
麦新路,畅通,35,3.657407407407407,116.63028-39.79344|116.629882-39.793537
麦新路,畅通,35,3.657407407407407,116.629882-39.793537|116.629491-39.793633
麦新路,畅通,131,13.689153439153438,116.629491-39.793633|116.628021-39.793987
麦新路,畅通,27,2.821428571428571,116.628021-39.793987|116.627721-39.794068
大地路,畅通,81,10.125,116.627721-39.794068|116.628037-39.794567|116.62816-39.794717
大地路,畅通,283,35.375,116.62816-39.794717|116.62852-39.79505|116.628573-39.795151|116.628579-39.795237|116.628563-39.795505|116.628536-39.795661|116.628488-39.795822|116.628413-39.795993|116.628214-39.796348|116.628176-39.796476|116.628182-39.796578|116.62823-39.796734|116.628348-39.796879|116.628536-39.797013
大地路,畅通,232,29.0,116.628536-39.797013|116.629405-39.797689|116.629539-39.797775|116.629657-39.797823|116.629888-39.797871|116.630682-39.797903|116.6308-39.797962
大地路,畅通,174,21.75,116.6308-39.797962|116.630826-39.798005|116.630837-39.798118|116.630859-39.799244|116.630864-39.799523

潞西路,畅通,121,13.395348837209303,116.623917-39.80323|116.622501-39.803225
潞西路,畅通,97,10.738420142225639,116.622501-39.803225|116.621358-39.803203
潞西路,畅通,394,43.61791274264847,116.621358-39.803203|116.61675-39.803193
潞西路,畅通,343,37.97193926580819,116.61675-39.803193|116.614503-39.803176|116.613247-39.80315|116.612748-39.803155
