麦新路,畅通,300,1,116.636019-39.792047
麦新路,畅通,300,1,116.635903-39.792082
麦新路,畅通,300,1,116.635714-39.79212
麦新路,畅通,300,1,116.635102-39.792238
麦新路,畅通,300,1,116.63449-39.792421
麦新路,畅通,300,1,116.634006-39.792391
麦新路,畅通,300,1,116.633536-39.792335
麦新路,畅通,300,1,116.6329-39.79255
麦新路,畅通,300,1,116.6322-39.79278
麦新路,畅通,300,1,116.6316-39.79302
麦新路,畅通,300,1,116.6311-39.79318
停留点A,畅通,0,180,116.630802-39.793309
停留点A,畅通,0,180,116.630795-39.793314
停留点A,畅通,0,180,116.630808-39.793318
停留点A,畅通,0,180,116.630799-39.793305
停留点A,畅通,0,180,116.630835-39.793265
停留点A,畅通,0,180,116.630762-39.793352
停留点A,畅通,0,180,116.630851-39.793298
大地路,畅通,400,1,116.6308-39.793311
大地路,畅通,400,1,116.63028-39.79344
大地路,畅通,400,1,116.629882-39.793537
大地路,畅通,400,1,116.629491-39.793633
大地路,畅通,400,1,116.628021-39.793987
停留点B,畅通,0,120,116.628023-39.793984
停留点B,畅通,0,120,116.628017-39.793991
停留点B,畅通,0,120,116.628025-39.793989
