麦新路,畅通,300,60,116.636019-39.792047
麦新路,畅通,300,60,116.635714-39.79212
麦新路,畅通,300,60,116.63449-39.792421
麦新路,畅通,300,60,116.633536-39.792335
噪声段A,畅通,0,120,116.630450-39.793700
噪声段A,畅通,0,120,116.631900-39.792200
噪声段A,畅通,0,120,116.629500-39.794400
噪声段A,畅通,0,120,116.632300-39.791800
噪声段A,畅通,0,120,116.628900-39.794300
大地路,畅通,400,90,116.6308-39.793311
大地路,畅通,400,90,116.63028-39.79344
大地路,畅通,400,90,116.629882-39.793537
大地路,畅通,400,90,116.629491-39.793633
大地路,畅通,400,90,116.628021-39.793987
噪声段B,畅通,0,90,116.631900-39.799200
噪声段B,畅通,0,90,116.632300-39.802600
潞西路,畅通,340,180,116.62977-39.803262
潞西路,畅通,340,180,116.625789-39.803246
