file,total_points,time_rate,integrity_rate,speed_rate,angle_rate
0_00_0.csv,35,0.0,0.0,0.0,0.0
0_01_10_2025-06-09-01-11-06.512662.csv,96,0.010416666666666666,0.3333333333333333,0.0,0.010416666666666666
0_06_40_2025-06-09-06-42-40.268269.csv,79,0.0,0.0,0.0,0.0
0_06_55_2025-06-09-06-58-00.951563.csv,196,0.03571428571428571,0.025510204081632654,0.0,0.0
0_07_10_2025-06-09-07-11-07.053740.csv,119,0.01680672268907563,0.07563025210084033,0.0,0.0
0_07_20_2025-06-09-07-21-41.773182.csv,188,0.02127659574468085,0.05319148936170213,0.010638297872340425,0.0
0_07_20_2025-06-09-07-22-52.336689.csv,54,0.0,0.14814814814814814,0.0,0.0
0_09_45_2025-06-09-09-46-25.050366.csv,194,0.010309278350515464,0.02577319587628866,0.0,0.005154639175257732
0_13_45_2025-06-09-13-46-08.925180.csv,158,0.0,0.0189873417721519,0.0,0.0
0_15_20_2025-06-09-15-21-06.594384.csv,63,0.06349206349206349,0.047619047619047616,0.0,0.0
0_17_40_2025-06-09-17-41-29.717071.csv,129,0.023255813953488372,0.06201550387596899,0.0,0.0
0_17_40_2025-06-09-17-41-59.701656.csv,114,0.11403508771929824,0.05263157894736842,0.0,0.008771929824561403
0_18_05_2025-06-09-18-07-29.469546.csv,115,0.02608695652173913,0.05217391304347826,0.0,0.0
0_20_10_2025-06-09-20-11-26.333113.csv,202,0.024752475247524754,0.09405940594059406,0.0,0.0
0_20_20_2025-06-09-20-21-19.196979.csv,101,0.009900990099009901,0.0297029702970297,0.0,0.0
1_02_05_2025-06-10-02-06-19.598244.csv,78,0.0,0.05128205128205128,0.0,0.0
1_06_10_2025-06-10-06-11-53.053030.csv,153,0.006535947712418301,0.0457516339869281,0.0,0.0
1_06_50_2025-06-10-06-52-47.138612.csv,83,0.024096385542168676,0.012048192771084338,0.0,0.0
1_07_25_2025-06-10-07-28-17.467823.csv,168,0.023809523809523808,0.041666666666666664,0.0,0.0
1_07_50_2025-06-10-07-53-49.486530.csv,224,0.05357142857142857,0.008928571428571428,0.004464285714285714,0.0
1_08_15_2025-06-10-08-16-09.017125.csv,113,0.035398230088495575,0.017699115044247787,0.0,0.0
1_09_30_2025-06-10-09-31-38.061798.csv,150,0.09333333333333334,0.0,0.0,0.0
1_11_45_2025-06-10-11-46-10.069174.csv,84,0.0,0.10714285714285714,0.0,0.0
1_12_55_2025-06-10-12-56-07.830389.csv,45,0.0,0.1111111111111111,0.0,0.0
1_14_00_2025-06-10-14-01-23.954704.csv,138,0.0,0.028985507246376812,0.0,0.007246376811594203
1_14_10_2025-06-10-14-11-54.009229.csv,116,0.008620689655172414,0.10344827586206896,0.0,0.008620689655172414
1_14_25_2025-06-10-14-26-26.717487.csv,187,0.0106951871657754,0.06951871657754011,0.0,0.0
